Trip_Type,Surroundings,Room_Type,Season,Duration_Days,Activity_To_Perform,Budget_INR,Destination
Cultural Trip,Religious Town,Heritage Hotel,Winter,8,Heritage Walk,72597,Uttar Pradesh
Pilgrimage Trip,City,Ashram Accommodation,Spring,10,Religious visit,72597,Uttar Pradesh
Pilgrimage Trip,Mountains,Beachfront Resort,Autumn,6,Religious visit,72597,Himachal Pradesh
Adventure Trip,Desert,Camping,Spring,5,Scuba Diving,72597,Ladakh
Cultural Trip,Beach,Jungle Lodge,Spring,8,Heritage Walk,72597,Goa
Wildlife Trip,City,Hostel Dorm,Monsoon,5,Safari,72597,Uttar Pradesh
Adventure Trip,French Colony,Homestay,Summer,9,Camping,72597,Puducherry
Pilgrimage Trip,Beach,Jungle Lodge,Monsoon,4,Religious visit,72597,Goa
Pilgrimage Trip,Mountains,Homestay,Spring,6,Religious visit,72597,Uttarakhand
Honeymoon Trip,Hills,Beachfront Villa,Autumn,2,Ayurvedic Spa,72597,Kerala
Adventure Trip,Hills,Homestay,Monsoon,10,Scuba Diving,72597,West Bengal
Honeymoon Trip,Forest,Luxury Hotel,Winter,5,Ayurvedic Spa,72597,Maharashtra
Wildlife Trip,Mountains,Luxury Hotel,Spring,6,Safari,72597,Jammu and Kashmir
Pilgrimage Trip,Beach,Ashram Accommodation,Summer,9,Religious visit,72597,Andaman & Nicobar Islands
Group Trip,French Colony,Jungle Lodge,Spring,3,Relaxation,72597,Puducherry
Wildlife Trip,Beach,Houseboat,Autumn,2,Safari,72597,Goa
Group Trip,Forest,Hostel Dorm,Spring,7,Heritage Walk,72597,Maharashtra
Family Trip,Forest,Hostel Dorm,Winter,3,Heritage Walk,72597,Maharashtra
Backpacking Trip,Forest,Hostel Dorm,Summer,4,Camping,72597,Madhya Pradesh
Backpacking Trip,Temple Town,Ashram Accommodation,Autumn,3,Motorcycling,72597,Maharashtra
Adventure Trip,Mountains,Beachfront Resort,Spring,9,Motorcycling,72597,Himachal Pradesh
Group Trip,City,Hostel Dorm,Monsoon,10,Heritage Walk,72597,Uttar Pradesh
Honeymoon Trip,City,Beachfront Resort,Summer,4,Ayurvedic Spa,72597,Uttar Pradesh
Family Trip,Temple Town,Jungle Lodge,Spring,7,Sightseeing,72597,Maharashtra
Backpacking Trip,Temple Town,Beachfront Resort,Summer,8,Trekking,72597,Maharashtra
Adventure Trip,Temple Town,Hostel Dorm,Autumn,5,Motorcycling,72597,Maharashtra
Romantic Getaway,Backwaters,Ashram Accommodation,Autumn,5,Scuba Diving,72597,Kerala
Honeymoon Trip,Backwaters,Houseboat,Autumn,6,Scuba Diving,72597,Kerala
Pilgrimage Trip,Forest,Hostel Dorm,Spring,5,Religious visit,72597,Maharashtra
Solo Trip,Backwaters,Jungle Lodge,Monsoon,2,Motorcycling,72597,Kerala
Backpacking Trip,Backwaters,Camping,Monsoon,9,Motorcycling,72597,Kerala
Solo Trip,Hills,Houseboat,Spring,10,Skiing,72597,West Bengal
Cultural Trip,Temple Town,Luxury Hotel,Autumn,2,Temple hopping,72597,Maharashtra
Honeymoon Trip,Forest,Houseboat,Summer,8,Relaxation,72597,Madhya Pradesh
Backpacking Trip,Temple Town,Heritage Hotel,Monsoon,3,Trekking,72597,Maharashtra
Group Trip,Temple Town,Luxury Hotel,Spring,10,Toy Train Ride,72597,Maharashtra
Cultural Trip,Hills,Beachfront Villa,Winter,2,Temple hopping,72597,Kerala
Family Trip,French Colony,Ashram Accommodation,Autumn,9,Ayurvedic Spa,72597,Puducherry
Solo Trip,Beach,Beachfront Villa,Autumn,7,Trekking,72597,Goa
Adventure Trip,Temples,Homestay,Winter,8,Scuba Diving,72597,Madhya Pradesh
Cultural Trip,Religious Town,Heritage Hotel,Autumn,10,Temple hopping,72597,Uttar Pradesh
Family Trip,Hills,Ashram Accommodation,Spring,5,Sightseeing,72597,Kerala
Family Trip,Backwaters,Heritage Hotel,Monsoon,3,Toy Train Ride,72597,Kerala
Adventure Trip,Mountains,Heritage Hotel,Monsoon,5,Trekking,72597,Uttarakhand
Honeymoon Trip,Temples,Jungle Lodge,Autumn,2,Sightseeing,72597,Madhya Pradesh
Adventure Trip,Backwaters,Ashram Accommodation,Summer,7,Trekking,72597,Kerala
Adventure Trip,Mountains,Luxury Hotel,Winter,8,White Water Rafting,72597,Jammu and Kashmir
Wildlife Trip,Forest,Camping,Spring,4,Safari,72597,Maharashtra
Group Trip,Backwaters,Camping,Spring,4,Relaxation,72597,Kerala
Romantic Getaway,Forest,Heritage Hotel,Summer,6,Honeymoon Cruise,72597,Maharashtra
Group Trip,Temples,Homestay,Autumn,6,Relaxation,72597,Madhya Pradesh
Cultural Trip,Islands,Ashram Accommodation,Autumn,9,Heritage Walk,72597,Andaman & Nicobar Islands
Backpacking Trip,Religious Town,Camping,Spring,4,Trekking,72597,Uttar Pradesh
Solo Trip,Temples,Heritage Hotel,Monsoon,5,Relaxation,72597,Madhya Pradesh
Pilgrimage Trip,Backwaters,Jungle Lodge,Autumn,10,Religious visit,72597,Kerala
Romantic Getaway,Beach,Heritage Hotel,Autumn,2,Scuba Diving,72597,Goa
Solo Trip,Forest,Ashram Accommodation,Summer,10,Trekking,72597,Madhya Pradesh
Honeymoon Trip,Forest,Beachfront Villa,Autumn,4,Honeymoon Cruise,72597,Maharashtra
Adventure Trip,Mountains,Heritage Hotel,Autumn,6,Scuba Diving,72597,Himachal Pradesh
Cultural Trip,Temple Town,Hostel Dorm,Spring,9,Heritage Walk,72597,Maharashtra
Group Trip,Religious Town,Heritage Hotel,Monsoon,10,Relaxation,72597,Uttar Pradesh
Backpacking Trip,Mountains,Jungle Lodge,Autumn,8,Camping,72597,Himachal Pradesh
Group Trip,Religious Town,Jungle Lodge,Monsoon,5,Temple hopping,72597,Uttar Pradesh
Backpacking Trip,Temple Town,Camping,Winter,10,Motorcycling,72597,Maharashtra
Group Trip,French Colony,Luxury Hotel,Autumn,3,Sightseeing,72597,Puducherry
Wildlife Trip,Mountains,Luxury Hotel,Monsoon,2,Safari,72597,Himachal Pradesh
Wildlife Trip,Temple Town,Hostel Dorm,Winter,5,Safari,72597,Maharashtra
Honeymoon Trip,Temples,Beachfront Villa,Monsoon,2,Honeymoon Cruise,72597,Madhya Pradesh
Romantic Getaway,Royal Palaces,Houseboat,Spring,3,Honeymoon Cruise,72597,Rajasthan
Honeymoon Trip,Religious Town,Beachfront Resort,Winter,2,Honeymoon Cruise,72597,Uttar Pradesh
Cultural Trip,City,Heritage Hotel,Summer,3,Heritage Walk,72597,Uttar Pradesh
Adventure Trip,Hills,Heritage Hotel,Winter,2,Scuba Diving,72597,Kerala
Family Trip,Hills,Camping,Autumn,6,Relaxation,72597,Kerala
Solo Trip,Beach,Beachfront Villa,Winter,8,Scuba Diving,72597,Goa
Group Trip,City,Heritage Hotel,Winter,7,Sightseeing,72597,Uttar Pradesh
Adventure Trip,Mountains,Jungle Lodge,Monsoon,8,White Water Rafting,72597,Ladakh
Romantic Getaway,French Colony,Beachfront Villa,Spring,10,Ayurvedic Spa,72597,Puducherry
Pilgrimage Trip,Mountains,Ashram Accommodation,Winter,2,Religious visit,72597,Uttarakhand
Backpacking Trip,Forest,Houseboat,Autumn,6,Camping,72597,Madhya Pradesh
Honeymoon Trip,Temple Town,Heritage Hotel,Spring,6,Ayurvedic Spa,72597,Maharashtra
Adventure Trip,Mountains,Hostel Dorm,Autumn,10,White Water Rafting,72597,Himachal Pradesh
Group Trip,Temples,Beachfront Resort,Spring,7,Sightseeing,72597,Madhya Pradesh
Wildlife Trip,Islands,Heritage Hotel,Autumn,6,Safari,72597,Andaman & Nicobar Islands
Backpacking Trip,Mountains,Camping,Spring,4,Heritage Walk,72597,Himachal Pradesh
Backpacking Trip,Mountains,Heritage Hotel,Autumn,8,Motorcycling,72597,Himachal Pradesh
Family Trip,Forest,Heritage Hotel,Summer,5,Heritage Walk,72597,Madhya Pradesh
Pilgrimage Trip,Beach,Beachfront Villa,Winter,9,Religious visit,72597,Goa
Romantic Getaway,Beach,Beachfront Resort,Spring,7,Honeymoon Cruise,72597,Goa
Solo Trip,Temple Town,Houseboat,Winter,6,Relaxation,72597,Maharashtra
Honeymoon Trip,Forest,Beachfront Resort,Autumn,6,Sightseeing,72597,Madhya Pradesh
Solo Trip,Mountains,Ashram Accommodation,Summer,10,Scuba Diving,72597,Himachal Pradesh
Romantic Getaway,Religious Town,Beachfront Resort,Winter,2,Honeymoon Cruise,72597,Uttar Pradesh
Family Trip,Islands,Camping,Winter,7,Toy Train Ride,72597,Andaman & Nicobar Islands
Wildlife Trip,Temples,Camping,Summer,6,Safari,72597,Madhya Pradesh
Pilgrimage Trip,Mountains,Heritage Hotel,Monsoon,4,Religious visit,72597,Himachal Pradesh
Wildlife Trip,Beach,Houseboat,Monsoon,4,Safari,72597,Goa
Romantic Getaway,City,Luxury Hotel,Autumn,5,Honeymoon Cruise,72597,Uttar Pradesh
Group Trip,Mountains,Heritage Hotel,Spring,7,Temple hopping,72597,Jammu and Kashmir
Pilgrimage Trip,Temples,Camping,Summer,6,Religious visit,72597,Madhya Pradesh
Pilgrimage Trip,Backwaters,Luxury Hotel,Monsoon,9,Religious visit,72597,Kerala
Pilgrimage Trip,Religious Town,Houseboat,Autumn,7,Religious visit,72597,Uttar Pradesh
Romantic Getaway,Mountains,Ashram Accommodation,Monsoon,4,Ayurvedic Spa,72597,Uttarakhand
Family Trip,Deserts,Luxury Hotel,Autumn,7,Ayurvedic Spa,72597,Rajasthan
Pilgrimage Trip,Hills,Beachfront Villa,Monsoon,2,Religious visit,72597,Kerala
Backpacking Trip,Religious Town,Beachfront Resort,Summer,4,Trekking,72597,Uttar Pradesh
Family Trip,French Colony,Heritage Hotel,Spring,4,Ayurvedic Spa,72597,Puducherry
Romantic Getaway,Hills,Camping,Spring,3,Relaxation,72597,West Bengal
Solo Trip,Mountains,Luxury Hotel,Autumn,6,Skiing,72597,Himachal Pradesh
Cultural Trip,French Colony,Camping,Monsoon,2,Heritage Walk,72597,Puducherry
Group Trip,Backwaters,Beachfront Resort,Spring,8,Heritage Walk,72597,Kerala
Pilgrimage Trip,Beach,Heritage Hotel,Summer,5,Religious visit,72597,Goa
Group Trip,Hills,Luxury Hotel,Winter,8,Temple hopping,72597,Kerala
Backpacking Trip,Mountains,Camping,Winter,3,Heritage Walk,72597,Himachal Pradesh
Romantic Getaway,French Colony,Luxury Hotel,Monsoon,4,Scuba Diving,72597,Puducherry
Cultural Trip,Royal Palaces,Hostel Dorm,Spring,7,Heritage Walk,72597,Rajasthan
Backpacking Trip,Deserts,Jungle Lodge,Spring,9,Trekking,72597,Rajasthan
Backpacking Trip,City,Jungle Lodge,Autumn,10,Heritage Walk,72597,Uttar Pradesh
Family Trip,Backwaters,Jungle Lodge,Monsoon,10,Toy Train Ride,72597,Kerala
Pilgrimage Trip,Mountains,Beachfront Resort,Summer,7,Religious visit,72597,Uttarakhand
Solo Trip,Mountains,Jungle Lodge,Spring,2,Motorcycling,72597,Uttarakhand
Solo Trip,Hills,Hostel Dorm,Summer,8,Scuba Diving,72597,West Bengal
Adventure Trip,Forest,Heritage Hotel,Monsoon,5,Camping,72597,Maharashtra
Cultural Trip,French Colony,Camping,Autumn,6,Heritage Walk,72597,Puducherry
Family Trip,French Colony,Homestay,Spring,6,Sightseeing,72597,Puducherry
Cultural Trip,Deserts,Heritage Hotel,Spring,7,Temple hopping,72597,Rajasthan
Pilgrimage Trip,Beach,Camping,Monsoon,4,Religious visit,72597,Goa
Backpacking Trip,Islands,Jungle Lodge,Spring,9,Trekking,72597,Andaman & Nicobar Islands
Wildlife Trip,Hills,Camping,Monsoon,5,Safari,72597,West Bengal
Cultural Trip,Backwaters,Hostel Dorm,Monsoon,9,Heritage Walk,72597,Kerala
Romantic Getaway,Forest,Camping,Summer,10,Ayurvedic Spa,72597,Maharashtra
Solo Trip,Backwaters,Hostel Dorm,Monsoon,4,Relaxation,72597,Kerala
Wildlife Trip,Hills,Jungle Lodge,Monsoon,3,Safari,72597,West Bengal
Pilgrimage Trip,Mountains,Beachfront Villa,Monsoon,6,Religious visit,72597,Jammu and Kashmir
Family Trip,Mountains,Beachfront Resort,Monsoon,4,Ayurvedic Spa,72597,Himachal Pradesh
Cultural Trip,Mountains,Ashram Accommodation,Autumn,7,Temple hopping,72597,Jammu and Kashmir
Romantic Getaway,Mountains,Ashram Accommodation,Summer,3,Relaxation,72597,Uttarakhand
Solo Trip,Beach,Houseboat,Summer,9,Trekking,72597,Andaman & Nicobar Islands
Romantic Getaway,Backwaters,Camping,Autumn,6,Relaxation,72597,Kerala
Cultural Trip,Hills,Heritage Hotel,Spring,2,Heritage Walk,72597,Kerala
Romantic Getaway,City,Houseboat,Summer,6,Ayurvedic Spa,72597,Uttar Pradesh
Solo Trip,Hills,Jungle Lodge,Winter,7,Trekking,72597,Kerala
Backpacking Trip,Mountains,Houseboat,Winter,3,Trekking,72597,Himachal Pradesh
Cultural Trip,Mountains,Jungle Lodge,Spring,4,Heritage Walk,72597,Himachal Pradesh
Solo Trip,Mountains,Homestay,Autumn,6,Scuba Diving,72597,Uttarakhand
Family Trip,Royal Palaces,Hostel Dorm,Spring,8,Heritage Walk,72597,Rajasthan
Romantic Getaway,Deserts,Ashram Accommodation,Autumn,3,Honeymoon Cruise,72597,Rajasthan
Backpacking Trip,Forest,Heritage Hotel,Winter,4,Heritage Walk,72597,Madhya Pradesh
Cultural Trip,Deserts,Beachfront Villa,Autumn,7,Heritage Walk,72597,Rajasthan
Honeymoon Trip,Backwaters,Homestay,Summer,10,Scuba Diving,72597,Kerala
Adventure Trip,Religious Town,Beachfront Resort,Summer,5,Camping,72597,Uttar Pradesh
Honeymoon Trip,City,Ashram Accommodation,Winter,3,Honeymoon Cruise,72597,Uttar Pradesh
Romantic Getaway,Religious Town,Beachfront Resort,Winter,2,Scuba Diving,72597,Uttar Pradesh
Backpacking Trip,Mountains,Heritage Hotel,Monsoon,6,Motorcycling,72597,Himachal Pradesh
Pilgrimage Trip,City,Heritage Hotel,Spring,8,Religious visit,72597,Uttar Pradesh
Backpacking Trip,Beach,Houseboat,Winter,10,Camping,72597,Goa
Cultural Trip,Royal Palaces,Beachfront Resort,Monsoon,10,Temple hopping,72597,Rajasthan
Romantic Getaway,Desert,Houseboat,Winter,5,Relaxation,72597,Ladakh
Family Trip,Forest,Hostel Dorm,Autumn,5,Heritage Walk,72597,Madhya Pradesh
Wildlife Trip,Hills,Ashram Accommodation,Winter,8,Safari,72597,Kerala
Cultural Trip,Temples,Beachfront Resort,Winter,7,Temple hopping,72597,Madhya Pradesh
Honeymoon Trip,Hills,Jungle Lodge,Spring,5,Relaxation,72597,West Bengal
Adventure Trip,Temples,Jungle Lodge,Winter,5,Trekking,72597,Madhya Pradesh
Wildlife Trip,Hills,Jungle Lodge,Winter,4,Safari,72597,West Bengal
Backpacking Trip,Hills,Hostel Dorm,Summer,6,Camping,72597,West Bengal
Honeymoon Trip,Mountains,Beachfront Villa,Spring,10,Honeymoon Cruise,72597,Himachal Pradesh
Solo Trip,French Colony,Jungle Lodge,Spring,6,Scuba Diving,72597,Puducherry
Adventure Trip,Mountains,Beachfront Villa,Autumn,5,Scuba Diving,72597,Himachal Pradesh
Backpacking Trip,Forest,Jungle Lodge,Summer,3,Camping,72597,Maharashtra
Backpacking Trip,French Colony,Beachfront Resort,Spring,4,Trekking,72597,Puducherry
Romantic Getaway,Backwaters,Ashram Accommodation,Summer,7,Relaxation,72597,Kerala
Wildlife Trip,Mountains,Camping,Autumn,7,Safari,72597,Jammu and Kashmir
Honeymoon Trip,Backwaters,Luxury Hotel,Autumn,5,Sightseeing,72597,Kerala
Pilgrimage Trip,Beach,Luxury Hotel,Monsoon,2,Religious visit,72597,Goa
Adventure Trip,Mountains,Ashram Accommodation,Spring,9,Trekking,72597,Himachal Pradesh
Backpacking Trip,French Colony,Jungle Lodge,Spring,8,Trekking,72597,Puducherry
Wildlife Trip,Mountains,Hostel Dorm,Summer,9,Safari,72597,Himachal Pradesh
Honeymoon Trip,Religious Town,Beachfront Villa,Autumn,6,Relaxation,72597,Uttar Pradesh
Backpacking Trip,Beach,Ashram Accommodation,Summer,7,Heritage Walk,72597,Andaman & Nicobar Islands
Pilgrimage Trip,Backwaters,Camping,Autumn,9,Religious visit,72597,Kerala
Solo Trip,Forest,Beachfront Resort,Monsoon,7,Relaxation,72597,Madhya Pradesh
Adventure Trip,Royal Palaces,Beachfront Villa,Autumn,10,Scuba Diving,72597,Rajasthan
Group Trip,Royal Palaces,Beachfront Villa,Spring,7,Relaxation,72597,Rajasthan
Wildlife Trip,French Colony,Hostel Dorm,Monsoon,8,Safari,72597,Puducherry
Cultural Trip,Backwaters,Luxury Hotel,Spring,7,Heritage Walk,72597,Kerala
Pilgrimage Trip,Beach,Hostel Dorm,Autumn,10,Religious visit,72597,Goa
Group Trip,Hills,Camping,Spring,5,Heritage Walk,72597,West Bengal
Backpacking Trip,Beach,Camping,Summer,4,Trekking,72597,Goa
Family Trip,Islands,Jungle Lodge,Winter,7,Sightseeing,72597,Andaman & Nicobar Islands
Backpacking Trip,Beach,Ashram Accommodation,Autumn,5,Heritage Walk,72597,Goa
Cultural Trip,Backwaters,Houseboat,Spring,8,Temple hopping,72597,Kerala
Solo Trip,Mountains,Heritage Hotel,Monsoon,6,Skiing,72597,Himachal Pradesh
Group Trip,Mountains,Camping,Autumn,3,Sightseeing,72597,Uttarakhand
Wildlife Trip,Backwaters,Luxury Hotel,Winter,8,Safari,72597,Kerala
Honeymoon Trip,Mountains,Hostel Dorm,Autumn,5,Honeymoon Cruise,72597,Himachal Pradesh
Cultural Trip,Mountains,Heritage Hotel,Winter,7,Heritage Walk,72597,Jammu and Kashmir
Adventure Trip,Desert,Camping,Monsoon,3,Motorcycling,72597,Ladakh
Backpacking Trip,Religious Town,Ashram Accommodation,Monsoon,9,Heritage Walk,72597,Uttar Pradesh
Adventure Trip,Desert,Luxury Hotel,Summer,9,Scuba Diving,72597,Ladakh
Backpacking Trip,Backwaters,Camping,Autumn,8,Motorcycling,72597,Kerala
Pilgrimage Trip,Backwaters,Hostel Dorm,Monsoon,6,Religious visit,72597,Kerala
Romantic Getaway,Forest,Jungle Lodge,Monsoon,9,Ayurvedic Spa,72597,Madhya Pradesh
Wildlife Trip,Religious Town,Houseboat,Summer,6,Safari,72597,Uttar Pradesh
Romantic Getaway,Mountains,Luxury Hotel,Summer,9,Ayurvedic Spa,72597,Uttarakhand
Honeymoon Trip,Mountains,Beachfront Villa,Autumn,2,Relaxation,72597,Ladakh
Backpacking Trip,Temples,Hostel Dorm,Autumn,3,Trekking,72597,Madhya Pradesh
Family Trip,Temples,Heritage Hotel,Spring,9,Heritage Walk,72597,Madhya Pradesh
Group Trip,Hills,Hostel Dorm,Winter,8,Toy Train Ride,72597,Kerala
Solo Trip,Forest,Beachfront Villa,Winter,4,Skiing,72597,Maharashtra
Pilgrimage Trip,Mountains,Heritage Hotel,Monsoon,7,Religious visit,72597,Uttarakhand
Pilgrimage Trip,Mountains,Jungle Lodge,Summer,6,Religious visit,72597,Uttarakhand
Pilgrimage Trip,Backwaters,Camping,Summer,9,Religious visit,72597,Kerala
Group Trip,Beach,Homestay,Spring,8,Relaxation,72597,Goa
Pilgrimage Trip,Backwaters,Jungle Lodge,Autumn,5,Religious visit,72597,Kerala
Romantic Getaway,French Colony,Camping,Summer,8,Relaxation,72597,Puducherry
Pilgrimage Trip,Hills,Houseboat,Autumn,9,Religious visit,72597,West Bengal
Family Trip,Beach,Hostel Dorm,Winter,2,Heritage Walk,72597,Goa
Group Trip,Islands,Hostel Dorm,Spring,4,Sightseeing,72597,Andaman & Nicobar Islands
Family Trip,Beach,Homestay,Autumn,6,Sightseeing,72597,Goa
Solo Trip,Deserts,Jungle Lodge,Monsoon,9,Trekking,72597,Rajasthan
Group Trip,Hills,Homestay,Spring,9,Toy Train Ride,72597,West Bengal
Pilgrimage Trip,Mountains,Jungle Lodge,Summer,5,Religious visit,72597,Jammu and Kashmir
Solo Trip,Mountains,Beachfront Resort,Winter,8,Trekking,72597,Jammu and Kashmir
Cultural Trip,Religious Town,Heritage Hotel,Summer,2,Temple hopping,72597,Uttar Pradesh
Family Trip,Beach,Luxury Hotel,Summer,5,Relaxation,72597,Andaman & Nicobar Islands
Wildlife Trip,Backwaters,Luxury Hotel,Summer,6,Safari,72597,Kerala
Romantic Getaway,Beach,Heritage Hotel,Autumn,4,Honeymoon Cruise,72597,Goa
Backpacking Trip,Backwaters,Homestay,Winter,3,Camping,72597,Kerala
Solo Trip,Hills,Houseboat,Autumn,8,Motorcycling,72597,West Bengal
Backpacking Trip,City,Houseboat,Summer,4,Trekking,72597,Uttar Pradesh
Adventure Trip,Royal Palaces,Ashram Accommodation,Autumn,6,White Water Rafting,72597,Rajasthan
Honeymoon Trip,Deserts,Camping,Spring,5,Relaxation,72597,Rajasthan
Solo Trip,Backwaters,Ashram Accommodation,Autumn,2,Relaxation,72597,Kerala
Group Trip,Hills,Beachfront Villa,Autumn,9,Toy Train Ride,72597,Kerala
Pilgrimage Trip,Beach,Ashram Accommodation,Winter,7,Religious visit,72597,Goa
Solo Trip,Forest,Homestay,Autumn,4,Trekking,72597,Maharashtra
Adventure Trip,Backwaters,Jungle Lodge,Autumn,10,Camping,72597,Kerala
Solo Trip,Forest,Hostel Dorm,Winter,3,Motorcycling,72597,Maharashtra
Wildlife Trip,Mountains,Beachfront Resort,Winter,4,Safari,72597,Ladakh
Family Trip,Backwaters,Luxury Hotel,Spring,4,Relaxation,72597,Kerala
Adventure Trip,Mountains,Ashram Accommodation,Winter,7,Trekking,72597,Himachal Pradesh
Adventure Trip,Temple Town,Hostel Dorm,Monsoon,8,Camping,72597,Maharashtra
Romantic Getaway,Forest,Heritage Hotel,Winter,9,Scuba Diving,72597,Madhya Pradesh
Backpacking Trip,Hills,Beachfront Resort,Summer,6,Camping,72597,Kerala
Backpacking Trip,Mountains,Luxury Hotel,Monsoon,4,Heritage Walk,72597,Jammu and Kashmir
Family Trip,Religious Town,Ashram Accommodation,Monsoon,6,Sightseeing,72597,Uttar Pradesh
Backpacking Trip,Forest,Jungle Lodge,Autumn,6,Heritage Walk,72597,Madhya Pradesh
Honeymoon Trip,Beach,Heritage Hotel,Summer,5,Ayurvedic Spa,72597,Goa
Backpacking Trip,Beach,Camping,Monsoon,9,Camping,72597,Goa
Wildlife Trip,French Colony,Camping,Spring,10,Safari,72597,Puducherry
Pilgrimage Trip,Mountains,Luxury Hotel,Summer,5,Religious visit,72597,Himachal Pradesh
Pilgrimage Trip,Backwaters,Hostel Dorm,Summer,6,Religious visit,72597,Kerala
Pilgrimage Trip,Hills,Camping,Spring,8,Religious visit,72597,Kerala
Group Trip,Beach,Luxury Hotel,Winter,2,Temple hopping,72597,Andaman & Nicobar Islands
Backpacking Trip,Religious Town,Heritage Hotel,Autumn,5,Heritage Walk,72597,Uttar Pradesh
Backpacking Trip,Forest,Beachfront Resort,Winter,2,Camping,72597,Madhya Pradesh
Cultural Trip,Forest,Luxury Hotel,Spring,4,Temple hopping,72597,Maharashtra
Adventure Trip,Mountains,Beachfront Villa,Spring,10,Trekking,72597,Himachal Pradesh
Honeymoon Trip,Beach,Heritage Hotel,Summer,7,Ayurvedic Spa,72597,Goa
Romantic Getaway,Hills,Homestay,Autumn,10,Ayurvedic Spa,72597,Kerala
Wildlife Trip,City,Heritage Hotel,Spring,7,Safari,72597,Uttar Pradesh
Backpacking Trip,Religious Town,Houseboat,Winter,7,Camping,72597,Uttar Pradesh
Cultural Trip,Religious Town,Beachfront Resort,Spring,6,Temple hopping,72597,Uttar Pradesh
Cultural Trip,Backwaters,Jungle Lodge,Monsoon,5,Temple hopping,72597,Kerala
Group Trip,Mountains,Houseboat,Summer,6,Relaxation,72597,Jammu and Kashmir
Backpacking Trip,Temples,Jungle Lodge,Autumn,4,Motorcycling,72597,Madhya Pradesh
Adventure Trip,Mountains,Camping,Summer,7,White Water Rafting,72597,Himachal Pradesh
Wildlife Trip,Mountains,Heritage Hotel,Spring,3,Safari,72597,Jammu and Kashmir
Adventure Trip,Religious Town,Luxury Hotel,Monsoon,4,White Water Rafting,72597,Uttar Pradesh
Group Trip,French Colony,Camping,Winter,7,Heritage Walk,72597,Puducherry
Group Trip,Hills,Jungle Lodge,Autumn,2,Toy Train Ride,72597,Kerala
Romantic Getaway,Backwaters,Jungle Lodge,Spring,4,Honeymoon Cruise,72597,Kerala
Backpacking Trip,Backwaters,Camping,Summer,5,Camping,72597,Kerala
Group Trip,Mountains,Houseboat,Winter,10,Toy Train Ride,72597,Himachal Pradesh
Backpacking Trip,Hills,Houseboat,Monsoon,8,Motorcycling,72597,West Bengal
Solo Trip,Mountains,Ashram Accommodation,Monsoon,7,Relaxation,72597,Himachal Pradesh
Pilgrimage Trip,Backwaters,Beachfront Villa,Monsoon,10,Religious visit,72597,Kerala
Adventure Trip,Hills,Beachfront Villa,Spring,10,Camping,72597,Kerala
Honeymoon Trip,Mountains,Heritage Hotel,Monsoon,3,Sightseeing,72597,Himachal Pradesh
Wildlife Trip,French Colony,Hostel Dorm,Monsoon,6,Safari,72597,Puducherry
Wildlife Trip,Temples,Houseboat,Spring,8,Safari,72597,Madhya Pradesh
Adventure Trip,Beach,Ashram Accommodation,Spring,3,Camping,72597,Goa
Romantic Getaway,Hills,Jungle Lodge,Spring,4,Scuba Diving,72597,West Bengal
Backpacking Trip,Temples,Houseboat,Monsoon,5,Heritage Walk,72597,Madhya Pradesh
Family Trip,Hills,Houseboat,Spring,5,Sightseeing,72597,West Bengal
Honeymoon Trip,Desert,Luxury Hotel,Autumn,4,Relaxation,72597,Ladakh
Wildlife Trip,French Colony,Hostel Dorm,Spring,2,Safari,72597,Puducherry
Cultural Trip,Forest,Homestay,Winter,5,Temple hopping,72597,Maharashtra
Honeymoon Trip,Temple Town,Camping,Monsoon,3,Ayurvedic Spa,72597,Maharashtra
Romantic Getaway,City,Heritage Hotel,Autumn,10,Ayurvedic Spa,72597,Uttar Pradesh
Solo Trip,Backwaters,Houseboat,Spring,2,Relaxation,72597,Kerala
Romantic Getaway,Mountains,Heritage Hotel,Summer,5,Relaxation,72597,Jammu and Kashmir
Romantic Getaway,Beach,Camping,Monsoon,7,Honeymoon Cruise,72597,Goa
Honeymoon Trip,Mountains,Camping,Monsoon,3,Honeymoon Cruise,72597,Jammu and Kashmir
Wildlife Trip,Hills,Beachfront Villa,Summer,9,Safari,72597,West Bengal
Group Trip,French Colony,Heritage Hotel,Autumn,2,Temple hopping,72597,Puducherry
Romantic Getaway,Temples,Luxury Hotel,Monsoon,8,Relaxation,72597,Madhya Pradesh
Group Trip,Temples,Heritage Hotel,Monsoon,6,Heritage Walk,72597,Madhya Pradesh
Adventure Trip,French Colony,Hostel Dorm,Autumn,5,Scuba Diving,72597,Puducherry
Group Trip,Islands,Homestay,Summer,2,Toy Train Ride,72597,Andaman & Nicobar Islands
Backpacking Trip,Mountains,Heritage Hotel,Monsoon,6,Heritage Walk,72597,Himachal Pradesh
Backpacking Trip,French Colony,Beachfront Resort,Monsoon,9,Motorcycling,72597,Puducherry
Solo Trip,Beach,Beachfront Villa,Monsoon,7,Scuba Diving,72597,Goa
Adventure Trip,Mountains,Beachfront Villa,Summer,4,Trekking,72597,Jammu and Kashmir
Pilgrimage Trip,Beach,Hostel Dorm,Summer,7,Religious visit,72597,Goa
Wildlife Trip,Temples,Heritage Hotel,Summer,6,Safari,72597,Madhya Pradesh
Family Trip,Mountains,Luxury Hotel,Monsoon,6,Ayurvedic Spa,72597,Jammu and Kashmir
Group Trip,Mountains,Beachfront Villa,Autumn,8,Heritage Walk,72597,Jammu and Kashmir
